movieId,Directors,Budget,Gross worldwide,Runtime,Genres,Title
"1011","Robert Stevenson","0","38229000","88","Comedy,Family,Fantasy,Romance","Herbie Rides Again"
"1010","Robert Stevenson","0","51264022","108","Motorsport,Comedy,Family,Sport","The Love Bug"
"1009","John Hough","0","20000000","97","Adventure,Family,Fantasy,Mystery,Sci-Fi","Escape to Witch Mountain"
"1008","Norman Foster","0","0","93","Adventure,Drama,Family,Western","Davy Crockett: King of the Wild Frontier"
"1007","Norman Tokar","0","36853000","100","Slapstick,Comedy,Family,Western","The Apple Dumpling Gang"
"1006","James Foley","50000000","22540359","113","Legal Thriller,Crime,Drama,Thriller","Камера"
"1005","Robert Lieberman","0","22955097","104","Action,Comedy,Drama,Family,Sport","Могучие утята 3"
"1004","John Gray","45000000","20351264","91","Buddy Cop,Kung Fu,Serial Killer,Action,Comedy,Crime,Drama,Thriller","Мерцающий"
"1003","Michael Apted","38000000","17380126","118","Medical Drama,Crime,Drama,Mystery,Thriller","Крайние меры"
"999","John Herzfeld","0","11132210","104","Dark Comedy,Parody,Comedy,Crime,Thriller","Два дня в долине"
"998","F. Gary Gray","9000000","41590886","123","Dark Comedy,Heist,Action,Crime,Drama,Romance,Thriller","Вызов"
"996","Walter Hill","67000000","47267001","101","Action,Crime,Drama,Thriller","Герой - одиночка"
"994","Campbell Scott,Stanley Tucci","4100000","12009094","109","Drama,Romance","Большая ночь"
"993","Matthew Broderick","0","195170","119","Biography,Drama","Бесконечность"
"991","Neil Jordan","25000000","11136590","133","Docudrama,Biography,Drama,History,Thriller,War","Майкл Коллинз"
"990","Ringo Lam","25000000","14502483","101","Action,Crime,Thriller","Максимальный риск"
"988","Allison Anders","5000000","660313","116","Comedy,Drama,Music","Утеха сердца моего"
"987","Lance Young","0","294064","103","Drama,Romance","Блаженство"
"986","Carroll Ballard","22000000","25143818","107","Animal Adventure,Coming-of-Age,Quest,Adventure,Drama,Family","Летите домой"
"984","Richard Schenkman","0","0","99","Satire,Comedy,Drama,Romance","Причуды любви"
"982","Joshua Logan","0","0","115","Drama,Romance","Picnic"
"981","Darrell Roodt","0","5406742","95","Action,Crime,Drama,Thriller","Опасная земля"
"979","Thaddeus O'Sullivan","0","40374","85","Drama","Ничего личного"
"976","Frank Borzage","799520","0","80","Drama,Romance,War","Прощай, оружие"
"973","Frank Capra","0","0","135","Comedy,Drama,Romance","Познакомьтесь с Джоном Доу"
"971","Richard Brooks","3000000","1872","108","Drama","Кошка на раскалённой крыше"
"970","John Huston","1000000","0","89","Dark Comedy,Action,Adventure,Comedy,Crime,Drama,Romance","Beat the Devil"
"969","John Huston","1000000","46305","105","Jungle Adventure,Adventure,Drama,Romance,War","Африканская королева"
"968","George A. Romero","114000","237994","96","B-Horror,Supernatural Horror,Survival,Zombie Horror,Horror,Thriller","Night of the Living Dead"
"965","Alfred Hitchcock","50000","52623","86","Conspiracy Thriller,Spy,Suspense Mystery,Whodunnit,Crime,Mystery,Thriller","The 39 Steps"
"963","Henry Koster","2873000","0","102","Screwball Comedy,Comedy,Musical,Romance","The Inspector General"
"961","John Cromwell","0","0","102","Period Drama,Drama,Family","Little Lord Fauntleroy"
"959","John Cromwell","403000","0","83","Dark Romance,Film Noir,Medical Drama,Tragedy,Tragic Romance,Drama,Romance","Of Human Bondage"
"956","George Stevens","0","0","119","Drama,Romance","Penny Serenade"
"955","Howard Hawks","1073000","13054","102","Screwball Comedy,Comedy","Bringing Up Baby"
"954","Frank Capra","1900000","146123","129","Political Drama,Comedy,Drama","Мистер Смит едет в Вашингтон"
"953","Frank Capra","3180000","10635461","130","Feel-Good Romance,Holiday Family,Holiday Romance,Psychological Drama,Supernatural Fantasy,Drama,Family,Fantasy,Holiday,Romance","Эта замечательная жизнь"
"952","Michael Anderson,John Farrow","6000000","42009549","167","Adventure Epic,Globetrotting Adventure,Adventure,Comedy,Family,Romance","Around the World in Eighty Days"
"951","Howard Hawks","0","0","92","Screwball Comedy,Workplace Drama,Comedy,Drama,Romance","His Girl Friday"
"950","W.S. Van Dyke","226408","0","91","Cozy Mystery,Screwball Comedy,Whodunnit,Comedy,Crime,Mystery,Romance","The Thin Man"
"949","Elia Kazan","0","28926","118","Drama","East of Eden"
"948","George Stevens","5400000","32857066","201","Epic,Western Epic,Drama,Western","Giant"
"947","Gregory La Cava","656000","0","94","Romantic Comedy,Comedy,Drama,Romance","My Man Godfrey"
"946","Ernst Lubitsch","0","4578000","99","Screwball Comedy,Comedy,Romance,War","Быть или не быть"
"945","Mark Sandrich","609000","13592","101","Classic Musical,Romantic Comedy,Comedy,Musical,Romance","Top Hat"
"944","Frank Capra","4000000","0","132","Adventure,Drama,Fantasy,Mystery","Lost Horizon"
"943","Joseph L. Mankiewicz","0","29545","104","Period Drama,Comedy,Drama,Fantasy,Mystery,Romance,Thriller","The Ghost and Mrs. Muir"
"942","Otto Preminger,Rouben Mamoulian","1020000","151","88","Film Noir,Drama,Mystery","Лора"
"941","Rouben Mamoulian","1000000","10248","94","Swashbuckler,Action,Adventure,Family,Romance,Western","The Mark of Zorro"
"940","Michael Curtiz,William Keighley","1900000","291","102","Swashbuckler,Action,Adventure,Romance","The Adventures of Robin Hood"
"938","Vincente Minnelli,Charles Walters","3319355","0","115","Classic Musical,Comedy,Musical,Romance","Жижи"
"937","Billy Wilder","2100000","718","130","Romantic Comedy,Comedy,Crime,Drama,Romance","Love in the Afternoon"
"936","Ernst Lubitsch","1365000","2477","110","Romantic Comedy,Satire,Screwball Comedy,Comedy,Romance","Ниночка"
"935","Vincente Minnelli","2169120","15009","112","Classic Musical,Romantic Comedy,Comedy,Musical,Romance","The Band Wagon"
"934","Vincente Minnelli","0","0","92","Comedy,Drama,Romance","Father of the Bride"
"933","Alfred Hitchcock","2500000","7117","106","Whodunnit,Drama,Mystery,Romance,Thriller","To Catch a Thief"
"932","Leo McCarey","0","3856344","115","Drama,Romance","An Affair to Remember"
"931","Alfred Hitchcock","1696377","19000","111","Film Noir,Psychological Drama,Psychological Thriller,Drama,Mystery,Romance,Thriller","Spellbound"
"930","Alfred Hitchcock","2000000","117060","102","Film Noir,Spy,Drama,Mystery,Romance,Thriller","Notorious"
"929","Alfred Hitchcock","1500000","782","120","Spy,Action,Drama,Romance,Thriller,War","Foreign Correspondent"
"928","Alfred Hitchcock","1288000","113328","130","Dark Romance,Psychological Drama,Psychological Thriller,Suspense Mystery,Drama,Mystery,Romance,Thriller","Ребекка"
"927","George Cukor","1688000","16161","133","Comedy,Drama","The Women"
"926","Joseph L. Mankiewicz","1400000","154736","138","Showbiz Drama,Drama","Всё о Еве"
"924","Stanley Kubrick","12000000","66786256","149","Adventure Epic,Artificial Intelligence,Epic,Psychological Drama,Sci-Fi Epic,Space Sci-Fi,Adventure,Sci-Fi","2001 год: Космическая одиссея"
"923","Orson Welles","839727","1707754","119","Epic,Period Drama,Tragedy,Drama,Mystery","Гражданин Кейн"
"922","Billy Wilder","1752000","309467","110","Dark Comedy,Film Noir,Psychological Drama,Showbiz Drama,Tragedy,Drama","Сансет бульвар"
"921","Richard Benjamin","7900000","20123620","92","Comedy,Drama","My Favorite Year"
"920","Victor Fleming","3977000","402382193","238","Costume Drama,Epic,Period Drama,Romantic Epic,Tragic Romance,War Epic,Drama,Romance,War","Унесённые ветром"
"919","Victor Fleming,King Vidor","2777000","25637669","102","Adventure Epic,Classic Musical,Fairy Tale,Fantasy Epic,Quest,Adventure,Family,Fantasy,Musical","Волшебник страны Оз"
"918","Vincente Minnelli","1700000","502778","113","Classic Musical,Holiday Family,Comedy,Drama,Family,Holiday,Musical,Romance","Встреть меня в Сент-Луисе"
"917","Walter Lang,William A. Seiter","1000000","0","93","Costume Drama,Comedy,Drama,Family,Musical","The Little Princess"
"916","William Wyler","1500000","101289","118","Romantic Comedy,Comedy,Drama,Romance","Римские каникулы"
"915","Billy Wilder","2238813","2635","113","Romantic Comedy,Comedy,Drama,Romance","Сабрина"
"914","George Cukor","17000000","72685970","170","Classic Musical,Drama,Family,Musical,Romance","Моя прекрасная леди"
"913","John Huston","375000","39387","100","Film Noir,Hard-boiled Detective,Crime,Drama,Mystery,Romance","The Maltese Falcon"
"912","Michael Curtiz","950000","4727083","102","Drama,Romance,War","Касабланка"
"911","Stanley Donen","3000000","175119","113","Cozy Mystery,Romantic Comedy,Comedy,Mystery,Romance,Thriller","Шарада"
"910","Billy Wilder","2883848","208786","121","Buddy Comedy,Farce,Satire,Screwball Comedy,Comedy,Music,Romance","В джазе только девушки"
"909","Billy Wilder","3000000","18783770","125","Farce,Holiday Comedy,Holiday Romance,Romantic Comedy,Comedy,Drama,Holiday,Romance","Квартира"
"908","Alfred Hitchcock","3101000","192323","136","Spy,Adventure,Drama,Mystery,Thriller","На север через северо-запад"
"907","Mark Sandrich","520000","6879","107","Screwball Comedy,Comedy,Musical,Romance","Веселый развод"
"906","George Cukor","0","2391","114","Dark Romance,Psychological Drama,Psychological Thriller,Suspense Mystery,Crime,Drama,Mystery,Romance,Thriller","Gaslight"
"905","Frank Capra","325000","16993","105","Road Trip,Romantic Comedy,Screwball Comedy,Comedy,Romance","Это случилось однажды ночью"
"904","Alfred Hitchcock","1000000","37905475","112","Psychological Thriller,Suspense Mystery,Drama,Mystery,Thriller","Окно во двор"
"903","Alfred Hitchcock","2479000","7968347","128","Psychological Thriller,Tragedy,Mystery,Romance,Thriller","Головокружение"
"902","Blake Edwards","2500000","600450","115","Romantic Comedy,Comedy,Drama,Romance","Завтрак у «Тиффани»"
"901","Stanley Donen","3000000","1669","103","Romantic Comedy,Comedy,Musical,Romance","Забавная мордашка"
"900","Vincente Minnelli","2723903","275077","114","Classic Musical,Jukebox Musical,Drama,Musical,Romance","Американец в Париже"
"899","Stanley Donen,Gene Kelly","2540800","2093682","103","Classic Musical,Feel-Good Romance,Jukebox Musical,Romantic Comedy,Satire,Comedy,Musical,Romance","Поющие под дождём"
"898","George Cukor","944000","413654","112","Farce,Screwball Comedy,Comedy,Romance","Филадельфийская история"
"897","Sam Wood","3000000","0","170","Adventure,Drama,History,Romance,War","For Whom the Bell Tolls"
"896","André Téchiné","0","807775","110","Drama","Дикий тростник"
"893","Keith Gordon","6000000","403701","114","Drama,Romance,War","Мать-тьма"
"892","Trevor Nunn","5000000","588621","134","Comedy,Drama,Romance","Двенадцатая ночь или что угодно"
"891","Joe Chappelle","5000000","15116634","87","Slasher Horror,Supernatural Horror,Horror,Thriller","Хэллоуин 6: Проклятие Майкла Майерса"
"889","Theo van Gogh","0","0","87","Drama,Romance","06"
"888","Roy Allen Smith","0","0","71","Animal Adventure,Dinosaur Adventure,Hand-Drawn Animation,Jungle Adventure,Period Drama,Pop Musical,Quest,Adventure,Animation,Comedy","Земля до начала времен: В поисках воды"
"886","Ernest R. Dickerson","25000000","22611954","84","Buddy Cop,Action,Comedy,Crime","Пуленепробиваемый"
"885","Norman Jewison","30000000","4357406","110","Comedy,Family,Fantasy","Богус"
"882","David Koepp","8000000","3622979","94","Drama,Thriller","Эффект спускового курка"
"881","David Mickey Evans","0","26491793","101","Comedy,Family","Первый ребенок страны"
"880","John Frankenheimer,Richard Stanley","40000000","49627779","96","Body Horror,Horror,Sci-Fi,Thriller","Остров доктора Моро"
"879","Peter Hyams","40000000","33956608","110","Horror,Mystery,Sci-Fi,Thriller","Реликт"
"876","Stanley Tong","0","0","104","Dark Comedy,Slapstick,Action,Comedy,Crime,Thriller","Супер полицейский 2"
"875","Izidore K. Musallam","0","0","83","Action,Crime,Drama,Mystery","Нечего терять"
"870","Christopher Cain","53000000","19745922","94","Buddy Comedy,Slapstick,Comedy,Crime","На рыбалку"
"869","Robert Altman","19000000","1356828","116","Political Drama,Tragedy,True Crime,Crime,Drama,Music,Thriller","Канзас Сити"
"867","Arthur Hiller","17000000","3325651","89","Comedy","Автостоянка"
"866","Lana Wachowski,Lilly Wachowski","4500000","3802490","109","Crime,Thriller","Связь"
"861","Stanley Tong","900000","16270600","96","Gun Fu,Martial Arts,Action,Comedy,Crime,Thriller","Полицейская история 3: Суперполицейский"
"858","Francis Ford Coppola","6000000","250342198","175","Epic,Gangster,Tragedy,Crime,Drama","Крёстный отец"
"852","Ron Shelton","45000000","53854588","135","Romantic Comedy,Comedy,Drama,Romance,Sport","Жестяной кубок"
"851","Julian Schnabel","3300000","3046399","107","Docudrama,Biography,Drama","Баския"
"849","John Carpenter","50000000","25477365","101","Dystopian Sci-Fi,Action,Adventure,Sci-Fi,Thriller","Побег из Лос-Анджелеса"
"848","Lee David Zlotoff","6000000","12658486","117","Drama","Гриль-бар 'Порох'"
"842","Gilbert Adler","13000000","5781045","87","Dark Comedy,Vampire Horror,Comedy,Fantasy,Horror","Байки из склепа: Кровавый бордель"
"841","Georges Franju","0","61453","90","Body Horror,Drama,Horror","Les yeux sans visage"
"840","Harry Winer","0","7032782","108","Slapstick,Comedy,Family","Домашний арест"
"839","Tim Pope","13000000","17917287","84","Dark Comedy,Superhero,Action,Crime,Fantasy,Horror,Thriller","Ворон: Город ангелов"
"838","Douglas McGrath","6000000","22231658","120","Costume Drama,Period Drama,Romantic Comedy,Comedy,Drama,Romance","Эмма"
"837","Danny DeVito","36000000","33460753","98","Quirky Comedy,Supernatural Fantasy,Comedy,Family,Fantasy","Матильда"
"836","Andrew Davis","50000000","60209334","107","Action,Drama,Sci-Fi,Thriller","Цепная реакция"
"835","Annette Haywood-Carter","0","269300","102","Drama,Romance","Ложный огонь"
"833","Hart Bochner","0","21302121","86","Parody,Slapstick,Comedy,Crime,Romance","Учитель и чудовища"
"832","Ron Howard","80000000","309492681","121","Action,Crime,Drama,Thriller","Выкуп"
"830","Hugh Wilson","26000000","181489203","103","Farce,Comedy","Клуб первых жён"
"829","John Payson","13000000","4619014","80","Comedy,Fantasy,Musical,Sci-Fi","Квартирка Джо"
"828","Steve Barron","25000000","15094530","96","Adventure,Drama,Family,Fantasy,Musical","Приключения Пиноккио"
"824","Peter Sehr","0","0","139","Drama,History,Mystery","Kaspar Hauser"
"823","Éric Rohmer","0","7077","86","Comedy,Drama,Romance","La collectionneuse"
"818","Arlene Sanford","12000000","21440752","90","Parody,Satire,Slapstick,Comedy","Семейка Брэди 2"
"813","Howard Franklin","30000000","8315693","93","Road Trip,Comedy,Family","Больше, чем жизнь"
"810","Paul Michael Glaser","20000000","18937262","93","Comedy,Family,Fantasy,Musical","Джинна вызывали?"
"809","Kevin Hooks","25000000","17193231","98","Dark Comedy,Action,Adventure,Comedy,Crime,Drama,Romance","Беглецы"
"808","Fraser C. Heston","23000000","11829959","109","Animal Adventure,Coming-of-Age,Mountain Adventure,Quest,Survival,Teen Adventure,Teen Drama,Adventure,Drama,Family","Аляска"
"806","Michael Corrente","0","665450","88","Drama","Американский бизон"
"805","Joel Schumacher","40000000","152266007","149","Legal Thriller,Crime,Drama,Thriller","Время убивать"
"804","Edward Burns","3500000","9538948","96","Romantic Comedy,Comedy,Drama,Romance","Только она единственная"
"803","Nicole Holofcener","1000000","1287480","86","Comedy,Drama,Romance","Гуляют, болтают"
"802","Jon Turteltaub","32000000","152036382","123","Drama,Fantasy,Romance,Sci-Fi","Феномен"
"801","Bronwen Hughes","12000000","26570048","100","Comedy,Drama,Family","Шпионка Хэрриэт"
"800","John Sayles","5000000","12421583","135","Contemporary Western,Drama,Mystery,Western","Звезда шерифа"
"799","Peter Jackson","30000000","29359216","110","Dark Comedy,Dark Fantasy,High-Concept Comedy,Quirky Comedy,Supernatural Fantasy,Supernatural Horror,Comedy,Fantasy,Horror","Страшилы"
"798","Rob Cohen","80000000","159212469","114","Action,Adventure,Drama,Thriller","Дневной свет"
"795","Alexandre Rockwell","0","18112","102","Comedy,Drama","Тот, кто влюблен"
"791","Yale Strom","0","0","85","Documentary,Music","The Last Klezmer: Leopold Kozlowski, His Life and Music"
"790","Lucian Pintilie","0","0","82","Drama,Romance,War","Незабываемое лето"
"788","Tom Shadyac","54000000","273961019","95","Slapstick,Comedy,Romance,Sci-Fi","Чокнутый профессор"
"786","Chuck Russell","100000000","242295562","115","Conspiracy Thriller,Spy,Action,Crime,Thriller","Стиратель"
"785","Bobby Farrelly,Peter Farrelly","27000000","25023434","114","Dark Comedy,Comedy,Sport","Заводила"
"784","Ben Stiller","47000000","102825796","96","Dark Comedy,Psychological Drama,Psychological Thriller,Satire,Tragedy,Comedy,Drama,Thriller","Кабельщик"
"783","Gary Trousdale,Kirk Wise","100000000","325338851","91","Hand-Drawn Animation,Animation,Drama,Family,Musical,Romance","Горбун из Нотр-Дама"
"782","Tony Scott","55000000","18626419","116","Action,Drama,Sport,Thriller","Фанат"
"781","Bernardo Bertolucci","10000000","4900436","118","Steamy Romance,Drama,Mystery,Romance","Ускользающая красота"
"780","Roland Emmerich","75000000","817400891","145","Action Epic,Alien Invasion,Sci-Fi Epic,Space Sci-Fi,Action,Adventure,Sci-Fi","День независимости"
"779","Scott Winant","1000000","3525125","113","Comedy,Romance","Ускользающий идеал"
"778","Danny Boyle","1500000","16981823","93","Dark Comedy,Psychological Drama,Drama","На игле"
"775","Federico Fellini,Louis Malle,Roger Vadim","0","0","121","Drama,Horror,Mystery","Histoires extraordinaires"
"773","Djibril Diop Mambéty","0","180","85","Drama","Touki bouki"
"766","Mary Harron","0","1875527","103","Docudrama,Biography,Drama","Я стреляла в Энди Уорхола"
"765","Francis Ford Coppola","45000000","58620973","113","Comedy,Drama,Fantasy","Джек"
"764","James Mangold","0","941414","105","Drama,Romance","Тяжелый"
"762","Andrew Bergman","40000000","113309743","115","Comedy,Crime,Drama,Thriller","Стриптиз"
"761","Simon Wincer","45000000","17323326","100","Superhero,Action,Adventure,Comedy,Fantasy","Фантом"
"760","Joseph Vilsmaier","20000000","152972","134","Drama,War","Сталинград"
"759","Freida Lee Mock","0","62186","105","Biography,Documentary","Maya Lin: A Strong Clear Vision"
"757","Wong Kar-Wai","40000000","2009694","100","Wuxia,Action,Drama","Прах времен"
"750","Stanley Kubrick","1800000","9631984","95","Dark Comedy,Farce,Political Drama,Satire,Tragedy,Comedy,War","Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу"
"748","David Twohy","25000000","14063331","115","Alien Invasion,Mystery,Sci-Fi,Thriller","Прибытие"
"747","John Landis","25000000","2491989","94","Adventure,Comedy","Семейка придурков"
"745","Nick Park","0","20909","30","Buddy Comedy,Farce,Slapstick,Stop Motion Animation,Animation,Comedy,Crime,Family,Mystery,Short","Уоллес и Громит: Выбрить наголо"
"743","Rick Friedberg","18000000","26960191","81","Parody,Slapstick,Action,Comedy","Неистребимый шпион"
"742","Tom Holland","8000000","15315484","93","Body Horror,Fantasy,Horror","Худеющий"
"741","Mamoru Oshii","330000000","964016","83","Adult Animation,Anime,Artificial Intelligence,Cop Drama,Cyber Thriller,Cyberpunk,Dystopian Sci-Fi,Hand-Drawn Animation,Police Procedural,Psychological Drama","Призрак в доспехах"
"737","David Hogan","9000000","3793614","98","Superhero,Action,Sci-Fi","Не называй меня малышкой"
"736","Jan de Bont","92000000","494580615","113","Disaster,Survival,Action,Adventure,Thriller","Смерч"
"735","Michele Soavi","4000000","253986","103","Dark Comedy,Parody,Zombie Horror,Comedy,Horror","О смерти, о любви"
"733","Michael Bay","75000000","335062621","136","Action,Adventure,Thriller","Скала"
"731","Phil Joanou","25000000","5009305","132","Drama,Mystery,Thriller","Пленники небес"
"728","John Schlesinger","0","5682429","105","Comedy,Romance","Неуютная ферма"
"726","Bruce Beresford","0","5939449","103","Drama,Thriller","Последний танец"
"725","Reginald Hudlin","0","8008255","91","Boxing,Satire,Comedy,Sport","Большой белый обман"
"724","Andrew Fleming","15000000","24825844","101","Supernatural Fantasy,Teen Drama,Teen Fantasy,Teen Horror,Witch Horror,Drama,Fantasy,Horror,Thriller","Колдовство"
"722","Brett Thompson","0","0","89","Biography,Documentary,Horror","The Haunted World of Edward D. Wood Jr."
"720","0","0","0","0","0","0"
"719","Harold Ramis","45000000","21075014","117","Comedy,Romance,Sci-Fi","Множество"
"718","Jean-Marie Poiré","50000000","659810","107","Satire,Comedy,Fantasy","Пришельцы"
"715","Jean-Paul Rappeneau","0","1320043","135","Period Drama,Adventure,Drama,Romance,War","Гусар на крыше"
"714","Jim Jarmusch","9000000","1085079","121","Coming-of-Age,Dark Comedy,Mountain Adventure,Period Drama,Psychological Drama,Quest,Adventure,Drama,Western","Мертвец"
"711","Alan Shapiro","25530000","20080020","95","Adventure,Crime,Drama,Family","Флиппер"
"710","Tom DeCerchio","0","9255027","91","Basketball,Comedy,Sport","Баскетбольная лихорадка"
"709","George Scribner","31000000","74151346","74","Hand-Drawn Animation,Quest,Tragedy,Urban Adventure,Adventure,Animation,Comedy,Family,Musical","Оливер и компания"
"708","Michael Lehmann","0","34861807","97","Romantic Comedy,Comedy,Romance","Правда о кошках и собаках"
"707","Lee Tamahori","29000000","11526099","107","Crime,Drama,Mystery,Thriller","Скала Малхолланд"
"706","Steve Gomer","0","10163782","99","Basketball,Drama,Sport","Парк Сансет"
"704","Jean-Claude Van Damme","30000000","57400547","95","Martial Arts,Period Drama,Action,Adventure,Drama,Thriller","В поисках приключений"
"703","Stacy Cochran","0","516349","86","Drama,Mystery,Romance","Парни"
"700","Patrick Read Johnson","0","4821759","90","Teen Comedy,Comedy,Drama","Станцуем, крошка"
"698","Zalman King","0","63174","102","Drama","Дельта Венеры"
"697","Steven Baigelman","0","3124440","99","Dark Comedy,Comedy,Crime,Drama,Romance","Чувствуя Миннесоту"
"695","Pat Verducci","0","0","94","Crime,Drama,Mystery,Thriller","Настоящее преступление"
"694","Robert Mandel","0","14818176","114","Action,Crime,Drama,Thriller","Замена"
"692","Norberto Barba","19000000","5107669","94","Action,Sci-Fi,Thriller","Соло"
"691","Richard Benjamin","25000000","10082005","105","Romantic Comedy,Comedy,Drama,Romance","Миссис Уинтерборн"
"688","Simon Wincer","0","24670346","107","Action,Adventure,Comedy,Drama,Family,War","Операция 'Слон'"
"685","Randal Kleiser","0","622503","110","Drama,Romance","Это моя вечеринка"
"680","Jean-Luc Godard","220000","66076","99","Hard-boiled Detective,Satire,Comedy,Drama,Mystery,Sci-Fi,Thriller","Альфавилль"
"679","Peter Yates","0","0","109","Drama,Romance","The Run of the Country"
"678","George Hickenlooper","0","0","25","Drama,Short,Thriller","Некоторые люди называет это отточенным лезвием"
"674","Roger Vadim","9000000","1288","98","Dystopian Sci-Fi,Space Sci-Fi,Action,Adventure,Fantasy,Sci-Fi","Barbarella"
"673","Joe Pytka","80000000","230594962","88","Animal Adventure,Basketball,Hand-Drawn Animation,High-Concept Comedy,Satire,Slapstick,Space Sci-Fi,Adventure,Animation,Comedy","Космический джем"
"671","Jim Mallon","0","1007306","73","Alien Invasion,Quirky Comedy,Space Sci-Fi,Comedy,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller","Таинственный театр 3000 года"
"670","Satyajit Ray","0","134241","105","Tragedy,Drama","Apur Sansar"
"668","Satyajit Ray","0","135342","125","Coming-of-Age,Tragedy,Drama","Pather Panchali"
"667","Alan Mehrez,Philip Tan","0","684351","90","Action,Sport","Кровавый спорт 2"
"665","Emir Kusturica","14000000","182134","170","Satire,Comedy,Drama,Fantasy,War","Андеграунд"
"663","Kelly Makin","0","2654308","89","Dark Comedy,Satire,Comedy","Таблетка радости"
"662","James Foley","0","20831000","97","Psychological Drama,Psychological Thriller,Drama,Thriller","Страх"
"661","Henry Selick","38000000","28946127","79","Animal Adventure,Quest,Sea Adventure,Stop Motion Animation,Swashbuckler,Adventure,Animation,Family,Fantasy,Musical","Джеймс и гигантский персик"
"656","Steve Rash","30000000","31387164","100","Comedy,Sport","Эдди"
"653","Rob Cohen","57000000","115267375","103","Sword & Sandal,Action,Adventure,Fantasy","Сердце дракона"
"650","Pen Densham","0","3486957","123","Drama,Romance","Молл Флэндерс"
"649","Friðrik Þór Friðriksson","130000000","0","83","Dark Comedy,Comedy,Drama,Mystery","Холодная лихорадка"
"648","Brian De Palma","80000000","457696391","110","Spy,Urban Adventure,Action,Adventure,Thriller","Миссия невыполнима"
"647","Edward Zwick","46000000","100860818","116","Conspiracy Thriller,Action,Drama,Mystery,Thriller,War","Мужество в бою"
"645","Claude Sautet","0","955708","106","Drama","Нелли и месье Арно"
"640","Jeremiah S. Chechik","0","17100266","107","Erotic Thriller,Drama,Horror,Mystery,Thriller","Дьявольщина"
"639","Spike Lee","12000000","4939939","108","Comedy,Drama","Девушка No6"
"638","Tim Sullivan","0","218626","110","Comedy,Drama,Romance","Джек и Сара"
"637","Jonathan Lynn","39000000","37956793","94","Comedy","Сержант Билко"
"636","Todd Verow","0","87433","88","Dark Comedy,Drama,Thriller","Прыжок"
"635","Richard Pearce","0","10125417","109","Comedy,Drama","Семейное дело"
"634","Jonathan R. Betuel","33500000","0","92","Action,Comedy,Family,Sci-Fi","Теодор Рекс"
"633","Hal Salwen","0","148121","80","Comedy","Звонок Денизы"
"632","Ken Loach","2500000","228800","109","Drama,War","Земля и свобода"
"631","Larry Leker,Paul Sabella","0","8620678","82","Hand-Drawn Animation,Adventure,Animation,Family,Fantasy,Romance","Все псы попадают в рай 2"
"628","Gregory Hoblit","30000000","102616183","129","Legal Thriller,Psychological Thriller,Crime,Drama,Mystery,Thriller","Первобытный страх"
"627","Stacy Title","0","459749","92","Dark Comedy,Political Thriller,Satire,Comedy,Crime,Drama,Thriller","Последний ужин"
"626","Martin Lawrence","8000000","35599803","108","Comedy,Crime,Drama,Romance,Thriller","Тонкая грань между любовью и ненавистью"
"619","Bill Couturié","24000000","4422380","94","Animal Adventure,Baseball,Slapstick,Comedy,Family,Sport","Эд"
"618","Fernando Trueba","24000000","1141556","118","Comedy,Romance","Двое - это слишком"
"617","Pedro Almodóvar","0","1105265","103","Comedy,Drama","Цветок моей тайны"
"616","Wolfgang Reitherman","4000000","191000000","78","Animal Adventure,Hand-Drawn Animation,Adventure,Animation,Comedy,Family,Musical","Коты-аристократы"
"615","Franco Brusati","0","0","100","Dark Comedy,Satire,Comedy,Drama","Pane e cioccolata"
"613","Franco Zeffirelli","0","5200601","112","Costume Drama,Period Drama,Drama,Romance","Джейн Эйр"
"612","Matt Reeves","8000000","5656388","98","Comedy,Romance","Чyжие похороны"
"611","Kevin Yagher","4000000","9336886","85","Horror,Sci-Fi","Bосставший из ада IV: Кровное родство"
"610","Gerald Potterton,John Bruno,John Halas","9300000","547563","86","Adult Animation,Dark Comedy,Dark Fantasy,Hand-Drawn Animation,Adventure,Animation,Fantasy,Sci-Fi","Тяжелый метал"
"609","David R. Ellis","0","32772492","88","Animal Adventure,Urban Adventure,Adventure,Comedy,Family,Romance","Дорога домой-II: Затерянные в Сан-Франциско"
"608","Joel Coen,Ethan Coen","7000000","60611975","98","Cop Drama,Dark Comedy,Police Procedural,Tragedy,Crime,Drama,Thriller","Фарго"
"606","Bill Condon","6000000","13940383","95","Slasher Horror,Horror,Thriller","Кэндимэн 2: Прощание с плотью"
"605","Michael Hoffman","0","97529550","108","Feel-Good Romance,Romantic Comedy,Comedy,Drama,Romance","Один прекрасный день"
"602","Jean Bach","0","527034","60","Documentary,Music","A Great Day in Harlem"
"600","C.M. Talkington","0","35200","101","Dark Romance,Crime,Romance,Thriller","Любовь и 45 калибр"
"599","Sam Peckinpah","6244087","640561","145","Western Epic,Action,Adventure,Drama,Western","Дикая банда"
"597","Garry Marshall","14000000","463406268","119","Feel-Good Romance,Romantic Comedy,Comedy,Romance","Красотка"
"596","Norman Ferguson,T. Hee,Wilfred Jackson","2600000","121892045","88","Fairy Tale,Hand-Drawn Animation,Adventure,Animation,Comedy,Family,Fantasy,Musical","Пиноккио"
